neuron_id,community,type
720575940626335943,1,sensor
720575940615934150,1,sensor
720575940626665674,1,sensor
720575940632809683,1,motor
720575940618082516,1,sensor
720575940631261399,1,sensor
720575940629418199,1,motor
720575940612645082,1,sensor
720575940612894938,1,sensor
720575940631343324,1,sensor
720575940623605981,1,sensor
720575940615903455,1,sensor
720575940614363363,1,sensor
720575940636539108,1,sensor
720575940618498278,1,sensor
720575940626847976,1,sensor
720575940625527020,1,sensor
720575940629174513,1,sensor
720575940613255410,1,sensor
720575940651192566,1,sensor
720575940635154680,1,sensor
720575940628623612,1,sensor
720575940622745853,1,sensor
720575940625031426,1,sensor
720575940624566535,1,sensor
720575940609476873,1,sensor
720575940609628427,1,sensor
720575940607064331,1,sensor
720575940616470796,1,sensor
720575940615149836,1,sensor
720575940629502224,1,sensor
720575940628455697,1,sensor
720575940628535569,1,sensor
720575940628177171,1,sensor
720575940626315541,1,sensor
720575940642724119,1,sensor
720575940623696152,1,sensor
720575940623042842,1,sensor
720575940604281120,1,sensor
720575940618031394,1,motor
720575940645568804,1,sensor
720575940630716716,1,sensor
720575940620624177,1,inter
720575940616943922,1,sensor
720575940638349621,1,motor
720575940631343416,1,sensor
720575940630427961,1,sensor
720575940618135867,1,sensor
720575940616298816,1,sensor
720575940619637056,1,sensor
720575940613984578,1,sensor
720575940630937923,1,sensor
720575940611076420,1,sensor
720575940610978116,1,sensor
720575940639285574,1,sensor
720575940639658310,1,sensor
720575940609063236,1,sensor
720575940619432261,1,motor
720575940617593157,1,motor
720575940629320010,1,sensor
720575940640119118,1,sensor
720575940626626895,1,sensor
720575940618359120,1,sensor
720575940633626963,1,sensor
720575940618127700,1,sensor
720575940617005398,1,sensor
720575940627657049,1,sensor
720575940627669337,1,sensor
720575940621615451,1,sensor
720575940609298780,1,sensor
720575940618070365,1,sensor
720575940623167838,1,sensor
720575940636111199,1,sensor
720575940635509088,1,sensor
720575940632490336,1,sensor
720575940621961569,1,sensor
720575940622893411,1,sensor
720575940637456741,1,sensor
720575940606585190,1,sensor
720575940637532517,1,sensor
720575940606179686,1,motor
720575940630385000,1,sensor
720575940628975980,1,sensor
720575940612860273,1,sensor
720575940622193012,1,sensor
720575940631259510,1,sensor
720575940611854712,1,sensor
720575940650752377,1,sensor
720575940617632123,1,sensor
720575940641194368,1,sensor
720575940660932993,1,sensor
720575940648552836,1,sensor
720575940619731334,1,sensor
720575940624331144,1,sensor
720575940632682892,1,sensor
720575940635183502,1,sensor
720575940617316753,1,sensor
720575940613693842,1,sensor
720575940615278994,1,sensor
720575940615391638,1,sensor
720575940634685852,1,sensor
720575940615274914,1,sensor
720575940621607334,1,sensor
720575940622037414,1,sensor
720575940628699560,1,sensor
720575940623133097,1,sensor
720575940620173737,1,inter
720575940618717611,1,sensor
720575940621564329,1,inter
720575940614314415,1,sensor
720575940606980529,1,sensor
720575940608037298,1,sensor
720575940624677303,1,sensor
720575940625873336,1,sensor
720575940618318265,1,sensor
720575940626309562,1,sensor
720575940614189499,1,sensor
720575940628324802,1,sensor
720575940624181700,1,sensor
720575940627175879,1,sensor
720575940607635913,1,sensor
720575940607764937,1,sensor
720575940619338187,1,sensor
720575940633450956,1,sensor
720575940623747533,1,sensor
720575940632041935,1,sensor
720575940641018320,1,sensor
720575940615113169,1,sensor
720575940609667538,1,sensor
720575940641096144,1,sensor
720575940641216976,1,sensor
720575940614808017,1,sensor
720575940623065558,1,sensor
720575940642142683,1,sensor
720575940623538653,1,sensor
720575940621902301,1,motor
720575940613579237,1,sensor
720575940627069416,1,sensor
720575940637561321,1,sensor
720575940638966249,1,sensor
720575940625652204,1,sensor
720575940611951090,1,sensor
720575940653625846,1,sensor
720575940650033654,1,sensor
720575940630315514,1,sensor
720575940625140221,1,sensor
720575940615408126,1,sensor
720575940613808638,1,inter
720575940628908548,1,sensor
720575940625328648,1,sensor
720575940625377800,1,sensor
720575940609141257,1,sensor
720575940632402447,1,sensor
720575940613818902,1,sensor
720575940635146777,1,sensor
720575940634989081,1,sensor
720575940625175068,1,sensor
720575940621976097,1,inter
720575940647275043,1,sensor
720575940624038438,1,sensor
720575940624951847,1,inter
720575940614926888,1,sensor
720575940624319017,1,sensor
720575940623401513,1,sensor
720575940628314667,1,inter
720575940631099948,1,sensor
720575940633801261,1,sensor
720575940616727090,1,sensor
720575940640117301,1,sensor
720575940632891961,1,sensor
720575940618029627,1,sensor
720575940631233084,1,sensor
720575940619457088,1,sensor
720575940616501826,1,sensor
720575940616434242,1,sensor
720575940637905478,1,sensor
720575940624902729,1,inter
720575940629275210,1,sensor
720575940623444556,1,sensor
720575940621548108,1,inter
720575940623149644,1,sensor
720575940638421582,1,sensor
720575940633305681,1,sensor
720575940618951252,1,sensor
720575940631898711,1,sensor
720575940638642776,1,sensor
720575940625031769,1,sensor
720575940627675737,1,sensor
720575940621562459,1,sensor
720575940638874202,1,inter
720575940633471583,1,sensor
720575940626983524,1,sensor
720575940606653030,1,sensor
720575940632760936,1,sensor
720575940621754989,1,sensor
720575940644981358,1,sensor
720575940629985910,1,sensor
720575940623503996,1,sensor
720575940630182526,1,sensor
720575940619991679,1,sensor
720575940621148799,1,motor
720575940640625280,1,sensor
720575940627352195,1,sensor
720575940648360580,1,sensor
720575940646814340,1,motor
720575940627327625,1,sensor
720575940641706637,1,sensor
720575940628185743,1,sensor
720575940618451601,1,sensor
720575940621460115,1,inter
720575940612418201,1,sensor
720575940640856739,1,sensor
720575940640834211,1,inter
720575940623125161,1,sensor
720575940633940653,1,sensor
720575940637420206,1,sensor
720575940633176749,1,sensor
720575940607689394,1,inter
720575940611424947,1,sensor
720575940636543668,1,sensor
720575940611347123,1,inter
720575940636418740,1,sensor
720575940640025277,1,sensor
720575940635878079,1,sensor
720575940619121344,1,sensor
720575940621759169,1,sensor
720575940610515651,1,inter
720575940616923846,1,sensor
720575940614572742,1,sensor
720575940614566598,1,motor
720575940627149514,1,sensor
720575940641096400,1,sensor
720575940611773138,1,inter
720575940617026260,1,sensor
720575940631370460,1,sensor
720575940602483424,1,sensor
720575940613135077,1,sensor
720575940617677542,1,sensor
720575940625894119,1,motor
720575940625466091,1,sensor
720575940625357547,1,sensor
720575940621646575,1,sensor
720575940619711216,1,sensor
720575940621308655,1,sensor
720575940613233394,1,sensor
720575940625994483,1,sensor
720575940619506415,1,sensor
720575940618455791,1,inter
720575940650033910,1,sensor
720575940622525168,1,sensor
720575940630418170,1,sensor
720575940630104827,1,motor
720575940625146621,1,sensor
720575940614810366,1,sensor
720575940618851073,1,sensor
720575940628716294,1,sensor
720575940625038090,1,sensor
720575940617065228,1,sensor
720575940623897357,1,sensor
720575940632296210,1,sensor
720575940626938645,1,motor
720575940645913367,1,sensor
720575940624100120,1,sensor
720575940619109147,1,sensor
720575940625369884,1,sensor
720575940617616157,1,sensor
720575940619150109,1,sensor
720575940624155433,1,sensor
720575940611398446,1,sensor
720575940617024306,1,sensor
720575940647703348,1,sensor
720575940630420281,1,sensor
720575940628382522,1,sensor
720575940632521529,1,sensor
720575940616403771,1,sensor
720575940640576317,1,sensor
720575940621751105,1,sensor
720575940620598081,1,sensor
720575940616870725,1,sensor
720575940617034565,1,motor
720575940624274249,1,inter
720575940620981072,1,inter
720575940617392980,1,inter
720575940621550427,1,sensor
720575940609137500,1,sensor
720575940618343261,1,sensor
720575940618468189,1,sensor
720575940622560094,1,sensor
720575940635460448,1,sensor
720575940632707944,1,sensor
720575940613940074,1,inter
720575940646484846,1,sensor
720575940621992820,1,sensor
720575940617626485,1,sensor
720575940611607416,1,sensor
720575940627927930,1,sensor
720575940618126203,1,sensor
720575940619967355,1,sensor
720575940627942269,1,sensor
720575940630489982,1,sensor
720575940607884162,1,sensor
720575940627233667,1,sensor
720575940608174978,1,sensor
720575940628167557,1,sensor
720575940621638534,1,sensor
720575940620573575,1,sensor
720575940623383432,1,sensor
720575940627891081,1,sensor
720575940624235400,1,sensor
720575940616293259,1,sensor
720575940643289997,1,sensor
720575940637232014,1,sensor
720575940628663183,1,sensor
720575940615271314,1,sensor
720575940615592850,1,sensor
720575940613473177,1,sensor
720575940634839964,1,sensor
720575940644496288,1,sensor
720575940619654053,1,sensor
720575940620153765,1,motor
720575940604814252,1,sensor
720575940636574644,1,motor
720575940627100602,1,sensor
720575940625574844,1,sensor
720575940635960255,1,sensor
720575940635890623,1,sensor
720575940610442179,1,sensor
720575940631659461,1,inter
720575940614157254,1,sensor
720575940643863496,1,inter
720575940626994122,1,sensor
720575940620819403,1,sensor
720575940620045259,1,inter
720575940632189900,1,motor
720575940633940947,1,inter
720575940623274966,1,motor
720575940628810711,1,sensor
720575940618902488,1,sensor
720575940630518743,1,sensor
720575940618200024,1,sensor
720575940642624475,1,sensor
720575940631149532,1,sensor
720575940612203482,1,motor
720575940614208483,1,sensor
720575940639163364,1,sensor
720575940613481445,1,sensor
720575940613288933,1,sensor
720575940610116581,1,motor
720575940639149033,1,sensor
720575940622066666,1,sensor
720575940625062891,1,sensor
720575940614745069,1,sensor
720575940614718445,1,sensor
720575940621777903,1,sensor
720575940621806574,1,sensor
720575940629312497,1,sensor
720575940611644402,1,inter
720575940653399030,1,sensor
720575940630641655,1,sensor
720575940636611576,1,sensor
720575940631608313,1,sensor
720575940629863424,1,sensor
720575940625437698,1,sensor
720575940626408454,1,sensor
720575940625304584,1,sensor
720575940609618953,1,sensor
720575940609600523,1,sensor
720575940609854475,1,sensor
720575940625978382,1,sensor
720575940632400911,1,sensor
720575940629715984,1,sensor
720575940625972238,1,sensor
720575940625792014,1,sensor
720575940628767765,1,sensor
720575940628110357,1,sensor
720575940635089945,1,sensor
720575940635116569,1,inter
720575940617991195,1,motor
720575940625669148,1,inter
720575940647310371,1,sensor
720575940645336100,1,sensor
720575940624596006,1,sensor
720575940614964264,1,sensor
720575940608422958,1,sensor
720575940632740911,1,sensor
720575940617018418,1,sensor
720575940614851635,1,sensor
720575940647859252,1,sensor
720575940615359538,1,inter
720575940647935028,1,sensor
720575940640140341,1,inter
720575940617645115,1,sensor
720575940619592768,1,sensor
720575940622140481,1,sensor
720575940609991748,1,sensor
720575940639523910,1,sensor
720575940639571014,1,sensor
720575940637736006,1,inter
720575940627645514,1,motor
720575940632327243,1,sensor
720575940623346764,1,sensor
720575940633259089,1,sensor
720575940634018899,1,sensor
720575940633324627,1,sensor
720575940633746515,1,inter
720575940626721881,1,sensor
720575940621800539,1,sensor
720575940621802587,1,sensor
720575940623248483,1,sensor
720575940625673316,1,sensor
720575940630705256,1,sensor
720575940628368489,1,sensor
720575940632759400,1,sensor
720575940636245099,1,sensor
720575940634592363,1,sensor
720575940635489387,1,sensor
720575940612238449,1,sensor
720575940612465777,1,sensor
720575940622523508,1,sensor
720575940636988535,1,sensor
720575940649229433,1,sensor
720575940623099004,1,sensor
720575940623467644,1,sensor
720575940623471740,1,sensor
720575940620903551,1,sensor
720575940628069501,1,sensor
720575940661142657,1,sensor
720575940626013315,1,sensor
720575940628329605,1,sensor
720575940621073543,1,sensor
720575940624290952,1,sensor
720575940628141193,1,sensor
720575940621126791,1,sensor
720575940639874189,1,sensor
720575940643228813,1,sensor
720575940636695694,1,sensor
720575940637574286,1,sensor
720575940641535117,1,inter
720575940624311444,1,sensor
720575940612932757,1,sensor
720575940616039574,1,sensor
720575940611685525,1,sensor
720575940625310868,1,sensor
720575940634776727,1,sensor
720575940617194653,1,sensor
720575940615986335,1,sensor
720575940643290272,1,sensor
720575940654777505,1,inter
720575940613018786,1,sensor
720575940632845476,1,sensor
720575940633062564,1,sensor
720575940621782182,1,sensor
720575940621413541,1,sensor
720575940628804776,1,sensor
720575940610544810,1,sensor
720575940606926001,1,sensor
720575940634764468,1,sensor
720575940624964789,1,sensor
720575940626039996,1,sensor
720575940606692542,1,sensor
720575940633265343,1,sensor
720575940628055239,1,sensor
720575940645084360,1,sensor
720575940607765705,1,sensor
720575940631772367,1,sensor
720575940632868051,1,motor
720575940608765141,1,inter
720575940631067868,1,inter
720575940638627038,1,motor
720575940613336287,1,sensor
720575940604933344,1,sensor
720575940634645729,1,sensor
720575940613399781,1,sensor
720575940617995494,1,sensor
720575940624313578,1,sensor
720575940621702383,1,sensor
720575940620715247,1,inter
720575940623983859,1,motor
720575940627019004,1,sensor
720575940622324991,1,motor
720575940629497088,1,sensor
720575940609162505,1,sensor
720575940609414409,1,sensor
720575940608468233,1,sensor
720575940616842508,1,sensor
720575940615310604,1,sensor
720575940615386380,1,sensor
720575940615419148,1,sensor
720575940623910157,1,sensor
720575940628276497,1,sensor
720575940627764497,1,sensor
720575940630883599,1,inter
720575940621393172,1,sensor
720575940643218711,1,sensor
720575940645778711,1,sensor
720575940627916062,1,sensor
720575940633175327,1,sensor
720575940605494560,1,inter
720575940647224611,1,sensor
720575940627053861,1,sensor
720575940625970471,1,sensor
720575940614817064,1,sensor
720575940629878059,1,sensor
720575940629638443,1,sensor
720575940632853805,1,sensor
720575940627643691,1,sensor
720575940626365744,1,sensor
720575940617047346,1,sensor
720575940613506355,1,sensor
720575940647589172,1,sensor
720575940640292149,1,sensor
720575940615990578,1,sensor
720575940631180599,1,sensor
720575940618769718,1,inter
720575940630973756,1,sensor
720575940618440000,1,motor
720575940615415106,1,sensor
720575940632833347,1,sensor
720575940609406276,1,sensor
720575940639147334,1,sensor
720575940631446855,1,motor
720575940628643144,1,sensor
720575940624919881,1,sensor
720575940629224778,1,sensor
720575940629179722,1,sensor
720575940626201933,1,sensor
720575940626263373,1,sensor
720575940626267469,1,sensor
720575940632915281,1,inter
720575940632227155,1,sensor
720575940631670103,1,sensor
720575940623043939,1,sensor
720575940631870824,1,sensor
720575940631383400,1,motor
720575940621514093,1,sensor
720575940643671406,1,motor
720575940638039408,1,sensor
720575940638051696,1,sensor
720575940613834098,1,sensor
720575940611134833,1,sensor
720575940617528693,1,sensor
720575940649969017,1,sensor
720575940630556026,1,sensor
720575940618216827,1,sensor
720575940617883003,1,sensor
720575940623007100,1,motor
720575940619883899,1,sensor
720575940627133827,1,sensor
720575940648650116,1,sensor
720575940626738565,1,motor
720575940620346758,1,sensor
720575940632606092,1,sensor
720575940643255693,1,sensor
720575940628532623,1,sensor
720575940624477587,1,sensor
720575940625679764,1,sensor
720575940612668821,1,sensor
720575940615222678,1,sensor
720575940635624855,1,sensor
720575940634803612,1,sensor
720575940619695518,1,sensor
720575940644001184,1,sensor
720575940639210915,1,sensor
720575940615617959,1,sensor
720575940628135336,1,sensor
720575940613178794,1,sensor
720575940603338156,1,sensor
720575940621995440,1,sensor
720575940611640755,1,sensor
720575940624340407,1,sensor
720575940617219515,1,sensor
720575940617203131,1,sensor
720575940640101821,1,sensor
720575940626019772,1,sensor
720575940638637501,1,motor
720575940610360771,1,sensor
720575940629102023,1,sensor
720575940620817867,1,sensor
720575940620332491,1,sensor
720575940620043723,1,inter
720575940620588491,1,sensor
720575940624225741,1,sensor
720575940632413651,1,sensor
720575940633583059,1,sensor
720575940610133461,1,sensor
720575940620729816,1,sensor
720575940617088473,1,sensor
720575940611886554,1,sensor
720575940618116569,1,inter
720575940616201695,1,sensor
720575940615575007,1,sensor
720575940634748385,1,sensor
720575940634586594,1,sensor
720575940634584546,1,sensor
720575940614815199,1,motor
720575940631770593,1,motor
720575940611530213,1,sensor
720575940624623082,1,sensor
720575940625448427,1,sensor
720575940624313834,1,sensor
720575940623945194,1,sensor
720575940611720690,1,motor
720575940622013940,1,sensor
720575940653295094,1,sensor
720575940653479414,1,sensor
720575940630838775,1,sensor
720575940634361336,1,sensor
720575940630597114,1,sensor
720575940629179900,1,sensor
720575940625047037,1,sensor
720575940613033470,1,sensor
720575940625020413,1,sensor
720575940623994367,1,sensor
720575940628442628,1,sensor
720575940623875592,1,sensor
720575940630484495,1,sensor
720575940619709972,1,inter
720575940626390549,1,sensor
720575940635006489,1,sensor
720575940627480092,1,sensor
720575940626669086,1,sensor
720575940633316895,1,sensor
720575940617266722,1,sensor
720575940633806381,1,sensor
720575940611372590,1,sensor
720575940610375214,1,inter
720575940647966260,1,inter
720575940629118517,1,sensor
720575940646708788,1,sensor
720575940617514550,1,sensor
720575940627529274,1,sensor
720575940628356666,1,sensor
720575940627549754,1,sensor
720575940627252798,1,sensor
720575940639114815,1,sensor
720575940631717443,1,sensor
720575940625229385,1,sensor
720575940629292618,1,sensor
720575940633056849,1,sensor
720575940626968146,1,sensor
720575940633763411,1,inter
720575940620953173,1,sensor
720575940639047258,1,sensor
720575940623050334,1,inter
720575940635340384,1,sensor
720575940606283366,1,sensor
720575940632669800,1,sensor
720575940635631211,1,sensor
720575940634601067,1,motor
720575940636526191,1,sensor
720575940638006896,1,sensor
720575940640605811,1,sensor
720575940640175731,1,sensor
720575940617168501,1,sensor
720575940611829368,1,sensor
720575940639608441,1,sensor
720575940639444601,1,sensor
720575940648425092,1,sensor
720575940621659782,1,sensor
720575940621096583,1,sensor
720575940622565000,1,sensor
720575940643118733,1,sensor
720575940613238418,1,sensor
720575940612847253,1,sensor
720575940615941782,1,sensor
720575940635248279,1,sensor
720575940627871384,1,sensor
720575940634199703,1,sensor
720575940635014807,1,sensor
720575940630148763,1,sensor
720575940626452120,1,inter
720575940627758744,1,sensor
720575940619744926,1,sensor
720575940613260959,1,sensor
720575940643188384,1,sensor
720575940644306592,1,inter
720575940615311010,1,sensor
720575940640761507,1,sensor
720575940620813989,1,sensor
720575940620117670,1,sensor
720575940615141031,1,sensor
720575940628711080,1,sensor
720575940621444779,1,sensor
720575940636944046,1,sensor
720575940611659443,1,sensor
720575940625063605,1,sensor
720575940625450680,1,sensor
720575940618460857,1,sensor
720575940627103418,1,sensor
720575940626869946,1,sensor
720575940627097274,1,sensor
720575940604401342,1,sensor
720575940629204674,1,motor
720575940610500291,1,sensor
720575940624469700,1,sensor
720575940623468228,1,motor
720575940615798470,1,motor
720575940627676871,1,sensor
720575940626661066,1,sensor
720575940610739918,1,sensor
720575940632045263,1,sensor
720575940613629649,1,sensor
720575940614907601,1,sensor
720575940611641042,1,sensor
720575940631158487,1,sensor
720575940618833624,1,inter
720575940611696346,1,sensor
720575940630847196,1,motor
720575940622368477,1,sensor
720575940616290015,1,sensor
720575940605476576,1,sensor
720575940634111714,1,sensor
720575940613840611,1,sensor
720575940623374058,1,motor
720575940622864107,1,sensor
720575940621819630,1,motor
720575940621711087,1,sensor
720575940621403887,1,sensor
720575940653397750,1,sensor
720575940636471032,1,sensor
720575940630587130,1,sensor
720575940626767612,1,sensor
720575940627019522,1,sensor
720575940623005445,1,sensor
720575940619718405,1,sensor
720575940629434118,1,sensor
720575940609722121,1,sensor
720575940628346634,1,inter
720575940626435850,1,sensor
720575940622137101,1,sensor
720575940629876496,1,sensor
720575940628258577,1,sensor
720575940645564183,1,sensor
720575940618774301,1,sensor
720575940618540834,1,sensor
720575940614737704,1,sensor
720575940624185129,1,sensor
720575940624258857,1,sensor
720575940628586283,1,motor
720575940632946477,1,sensor
720575940616159026,1,sensor
720575940616955698,1,sensor
720575940639889205,1,sensor
720575940631672632,1,sensor
720575940628365114,1,sensor
720575940640112445,1,sensor
720575940639866685,1,sensor
720575940626014014,1,sensor
720575940639086399,1,sensor
720575940617467712,1,inter
720575940629378883,1,sensor
720575940633208647,1,motor
720575940625379145,1,sensor
720575940629294922,1,sensor
720575940631906123,1,sensor
720575940622694217,1,sensor
720575940622786380,1,sensor
720575940629958479,1,sensor
720575940628346706,1,sensor
720575940628352850,1,motor
720575940630882131,1,sensor
720575940631807827,1,sensor
720575940633675603,1,sensor
720575940617631574,1,sensor
720575940640868184,1,sensor
720575940617314141,1,sensor
720575940618467165,1,sensor
720575940622683998,1,inter
720575940611845986,1,sensor
720575940612321122,1,sensor
720575940606674790,1,sensor
720575940628012903,1,sensor
720575940629426025,1,motor
720575940615905130,1,sensor
720575940621535085,1,sensor
720575940637106032,1,sensor
720575940612700017,1,sensor
720575940622440308,1,sensor
720575940650262393,1,sensor
720575940619853691,1,sensor
720575940619642747,1,sensor
720575940630290302,1,sensor
720575940641251200,1,sensor
720575940648128388,1,sensor
720575940648089476,1,sensor
720575940620795784,1,sensor
720575940624281480,1,sensor
720575940622186376,1,inter
720575940632952716,1,sensor
720575940643303309,1,sensor
720575940635449230,1,sensor
720575940642181005,1,sensor
720575940626374544,1,sensor
720575940618256273,1,sensor
720575940635457431,1,sensor
720575940613431193,1,sensor
720575940613382041,1,sensor
720575940630159259,1,sensor
720575940644702112,1,sensor
720575940637394851,1,sensor
720575940620634021,1,sensor
720575940621041573,1,sensor
720575940628586408,1,sensor
720575940636497838,1,sensor
720575940615042991,1,sensor
720575940615139247,1,sensor
720575940620982192,1,sensor
720575940622313398,1,sensor
720575940625098679,1,sensor
720575940623585208,1,sensor
720575940618100665,1,sensor
720575940616951739,1,sensor
720575940624431036,1,sensor
720575940640155581,1,sensor
720575940621064128,1,sensor
720575940621705153,1,sensor
720575940616869830,1,sensor
720575940620750795,1,sensor
720575940633497548,1,sensor
720575940633589708,1,sensor
720575940641583056,1,sensor
720575940613558225,1,inter
720575940634062803,1,sensor
720575940618248153,1,sensor
720575940617914329,1,sensor
720575940630222812,1,motor
720575940613672931,1,sensor
720575940638779364,1,sensor
720575940612638693,1,sensor
720575940639012836,1,sensor
720575940624955367,1,sensor
720575940639172585,1,inter
720575940622557168,1,sensor
720575940625952755,1,sensor
720575940620840948,1,motor
720575940623820787,1,motor
720575940653172726,1,sensor
720575940630839287,1,sensor
720575940631681019,1,sensor
720575940628154364,1,sensor
720575940624906237,1,sensor
720575940624177151,1,sensor
720575940632972319,2,sensor
720575940626378242,3,sensor
720575940629111814,3,sensor
720575940623650823,3,sensor
720575940623792648,3,sensor
720575940606649865,3,sensor
720575940624706062,3,inter
720575940632505359,3,sensor
720575940619637780,3,sensor
720575940619071005,3,sensor
720575940605400096,3,sensor
720575940621753377,3,sensor
720575940614956072,3,sensor
720575940624330281,3,sensor
720575940621123113,3,sensor
720575940624661552,3,sensor
720575940616758322,3,sensor
720575940626115134,3,sensor
720575940617903168,3,sensor
720575940615160386,3,sensor
720575940637943374,3,sensor
720575940637647950,3,inter
720575940631603281,3,sensor
720575940607439964,3,sensor
720575940635066975,3,sensor
720575940634325087,3,sensor
720575940622457443,3,sensor
720575940632835688,3,sensor
720575940629009513,3,sensor
720575940631321704,3,sensor
720575940619531373,3,sensor
720575940636167280,3,sensor
720575940612699761,3,sensor
720575940640415859,3,sensor
720575940630493818,3,sensor
720575940626675837,3,sensor
720575940622726271,3,sensor
720575940660217985,3,sensor
720575940648633988,3,sensor
720575940617781383,3,sensor
720575940631704716,3,sensor
720575940613583001,3,inter
720575940634303132,3,sensor
720575940639121571,3,sensor
720575940618499238,3,sensor
720575940628420264,3,sensor
720575940622182569,3,inter
720575940604352172,3,sensor
720575940632167085,3,sensor
720575940605029036,3,inter
720575940613203119,3,sensor
720575940605883569,3,sensor
720575940608345778,3,sensor
720575940612347571,3,sensor
720575940635249332,3,sensor
720575940623955637,3,sensor
720575940622338742,3,sensor
720575940617299131,3,sensor
720575940616197819,3,sensor
720575940623945404,3,sensor
720575940605758142,3,sensor
720575940634949311,3,sensor
720575940606722249,3,sensor
720575940623146701,3,sensor
720575940610292430,3,sensor
720575940630097103,3,sensor
720575940623137997,3,sensor
720575940610100437,3,sensor
720575940619456728,3,sensor
720575940630407388,3,sensor
720575940637594334,3,sensor
720575940631161570,3,sensor
720575940634545890,3,sensor
720575940613804259,3,sensor
720575940612714723,3,sensor
720575940624832743,3,sensor
720575940628822248,3,sensor
720575940625419495,3,inter
720575940621551854,3,sensor
720575940640955637,3,sensor
720575940651758838,3,sensor
720575940609282825,3,sensor
720575940608293129,3,sensor
720575940609460491,3,sensor
720575940609447179,3,sensor
720575940627042064,3,sensor
720575940615513086,3,sensor
720575940626342174,3,sensor
720575940606385440,3,sensor
720575940621533985,3,sensor
720575940621776161,3,sensor
720575940624879911,3,sensor
720575940611703080,3,sensor
720575940631054634,3,sensor
720575940630914858,3,sensor
720575940610530606,3,inter
720575940632007983,3,sensor
720575940619537201,3,inter
720575940646576436,3,sensor
720575940640372021,3,sensor
720575940618149686,3,sensor
720575940618112310,3,sensor
720575940631462200,3,sensor
720575940639080765,3,sensor
720575940625431870,3,sensor
720575940618277184,3,sensor
720575940614714178,3,sensor
720575940615708482,3,sensor
720575940631801671,3,sensor
720575940631526215,3,sensor
720575940628059978,3,sensor
720575940640314190,3,sensor
720575940628573519,3,sensor
720575940617343316,3,sensor
720575940616486230,3,sensor
720575940631907159,3,sensor
720575940631683927,3,sensor
720575940637628762,3,sensor
720575940621542747,3,sensor
720575940637966682,3,inter
720575940621529435,3,sensor
720575940627349860,3,sensor
720575940625584484,3,sensor
720575940625585508,3,sensor
720575940620595053,3,sensor
720575940637136752,3,sensor
720575940637098352,3,inter
720575940612637554,3,sensor
720575940649045369,3,sensor
720575940630549370,3,sensor
720575940630340474,3,sensor
720575940621585279,3,sensor
720575940640803200,3,sensor
720575940661114753,3,sensor
720575940606590338,3,sensor
720575940660217729,3,sensor
720575940626986885,3,sensor
